,nibles_id,ra,dec,z,logMstar,logMHI,logfgas
78,125,12.827083333333333,9.020111111111111,0.018986666666666666,10.21,9.28,-0.93
79,127,12.998333333333331,0.48669444444444443,0.005423333333333333,8.53,9.18,0.65
80,128,13.219999999999999,1.214,0.005913333333333333,8.3,8.09,-0.21
81,130,13.374666666666664,8.767777777777779,0.018963333333333332,10.57,9.55,-1.02
82,132,14.177916666666665,9.913861111111112,0.018826666666666665,10.98,10.39,-0.59
83,133,14.187083333333332,9.804916666666667,0.01897,7.81,10.26,2.45
84,134,14.42458333333333,15.068027777777777,0.018213333333333335,9.61,9.12,-0.49
85,135,14.48583333333333,0.8691388888888889,0.0076033333333333335,7.57,8.15,0.58
86,136,14.731249999999998,13.720833333333333,0.016473333333333333,8.18,8.55,0.37
87,137,14.91708333333333,15.330972222222222,0.018276666666666667,10.56,9.29,-1.28
88,138,14.925416666666663,0.9165833333333333,0.017623333333333335,9.49,9.57,0.07
89,139,15.01708333333333,11.082583333333334,0.018026666666666667,10.58,9.73,-0.85
90,140,15.190833333333332,9.185694444444445,0.015126666666666667,10.49,9.78,-0.72
91,141,15.319166666666664,10.628,0.01341,9.22,8.9,-0.32
92,142,15.331249999999997,9.84525,0.015303333333333334,10.3,9.09,-1.21
93,143,15.431666666666665,9.31686111111111,0.015063333333333333,8.29,8.85,0.55
94,144,15.501666666666667,15.582694444444444,0.014513333333333333,8.6,8.83,0.23
95,145,15.663333333333334,9.143638888888889,0.015143333333333333,8.03,8.75,0.72
96,157,16.712458333333334,0.5704722222222222,0.01737,8.95,8.41,-0.53
97,159,16.809166666666666,13.95511111111111,0.03812,11.4,10.38,-1.02
98,160,16.844166666666666,0.9259444444444445,0.017816666666666668,10.72,8.94,-1.79
99,161,17.28291666666666,1.1210277777777777,0.00389,7.03,7.6,0.57
100,162,17.341624999999997,14.34227777777778,0.03835,11.37,9.97,-1.4
101,163,17.369999999999997,14.363111111111111,0.0375,11.03,9.78,-1.25
102,165,17.586666666666666,9.569527777777777,0.023703333333333333,10.16,9.89,-0.26
103,166,17.897916666666664,0.4610277777777778,0.015163333333333332,9.43,8.96,-0.47
104,167,18.032291666666662,1.0006666666666666,0.01242,8.54,8.74,0.2
105,168,18.03595833333333,0.4101944444444445,0.018183333333333333,10.48,9.47,-1.02
106,173,18.585,0.9171944444444444,0.00369,7.75,8.02,0.27
107,174,18.653333333333332,1.1796944444444446,0.015433333333333334,9.84,8.91,-0.92
108,177,18.876666666666665,0.8609722222222222,0.005853333333333334,9.25,9.46,0.21
109,179,19.377083333333328,9.29675,0.0064733333333333335,7.9,8.83,0.92
110,180,19.451624999999993,8.607527777777777,0.013603333333333334,9.08,9.41,0.33
111,182,19.69125,14.993222222222222,0.022906666666666665,10.38,9.81,-0.57
112,183,19.76833333333333,0.13855555555555554,0.017466666666666665,9.66,9.05,-0.61
113,184,19.809583333333332,9.596222222222222,0.006373333333333333,6.06,8.04,1.98
114,186,19.88708333333333,14.871944444444445,0.013676666666666667,9.17,8.83,-0.34
115,187,19.99458333333333,0.7223055555555555,0.014663333333333334,8.85,8.82,-0.03
116,188,20.02833333333333,0.20544444444444446,0.005803333333333333,8.36,8.43,0.07
117,190,20.28875,15.694694444444444,0.0171,9.45,9.3,-0.14
118,191,20.338749999999997,0.09038888888888888,0.01265,9.21,9.43,0.22
119,192,20.37775,14.505,0.014023333333333334,9.92,8.89,-1.03
120,194,20.599166666666665,0.8751944444444445,0.027103333333333333,11.39,10.38,-1.01
121,196,20.763749999999998,15.211611111111111,0.013776666666666666,8.13,9.09,0.96
122,198,21.184999999999995,8.843527777777778,0.013246666666666667,9.26,9.04,-0.22
123,201,21.269166666666663,14.399666666666667,0.016823333333333333,8.73,9.42,0.7
124,202,21.34208333333333,14.838694444444444,0.021846666666666667,10.84,10.01,-0.83
125,204,21.414166666666667,0.13036111111111112,0.017063333333333333,8.74,9.52,0.78
126,205,21.520416666666666,0.31555555555555553,0.006346666666666666,8.41,8.69,0.28
127,208,21.694166666666664,0.6461111111111111,0.0064333333333333334,7.61,8.57,0.96
128,212,21.789166666666663,9.30225,0.017786666666666666,9.86,9.27,-0.59
129,213,21.80458333333333,13.602305555555555,0.015026666666666667,9.12,9.39,0.27
130,216,22.160833333333333,0.6751111111111111,0.006336666666666667,7.22,8.06,0.84
131,217,22.244291666666665,0.9489722222222222,0.01842,10.9,8.87,-2.03
132,220,22.564166666666665,14.677527777777778,0.00818,7.91,8.97,1.07
133,226,22.92545833333333,0.9330555555555555,0.018043333333333335,11.02,9.06,-1.96
134,227,23.09291666666666,8.634,0.013186666666666666,7.95,8.7,0.75
135,228,23.25825,0.6898055555555556,0.01545,10.09,8.94,-1.15
136,229,23.323749999999997,13.331999999999999,0.00923,9.29,9.15,-0.14
137,230,23.396666666666665,1.0919444444444444,0.015803333333333332,9.8,8.92,-0.89
138,232,23.510416666666664,1.07575,0.01546,10.44,9.78,-0.66
139,235,23.707916666666662,9.4715,0.01823666666666667,8.85,9.14,0.28
140,236,23.962916666666665,10.002944444444445,0.019566666666666666,10.75,10.17,-0.58
141,237,24.000625,0.6635277777777778,0.017193333333333335,10.54,9.6,-0.94
142,238,24.1705,15.086666666666668,0.00875,7.72,8.01,0.3
143,239,24.283749999999998,0.5648611111111111,0.009706666666666667,8.07,8.65,0.58
144,241,24.378333333333334,8.885472222222221,0.00601,8.49,8.28,-0.21
145,242,24.40458333333333,0.04025,0.016386666666666667,9.31,9.21,-0.1
146,246,25.330416666666665,9.225527777777778,0.018193333333333332,8.85,9.58,0.73
147,247,25.415416666666665,9.21775,0.00607,8.31,8.07,-0.24
148,249,25.74708333333333,0.3600555555555555,0.010783333333333334,7.68,8.61,0.93
149,250,26.149166666666666,8.25163888888889,0.013136666666666666,9.18,8.31,-0.88
150,252,26.604374999999997,8.63661111111111,0.013056666666666666,9.71,9.5,-0.21
151,254,26.746541666666662,13.125111111111112,0.01835,10.61,9.62,-0.99
152,256,26.96041666666666,10.00625,0.01733,9.19,9.11,-0.08
153,257,26.97983333333333,12.692,0.017496666666666667,9.17,9.1,-0.06
154,258,27.151666666666664,10.326194444444445,0.005293333333333333,8.67,8.06,-0.62
155,262,27.29333333333333,10.061222222222224,0.00664,9.19,9.5,0.31
156,263,27.294999999999995,10.426472222222221,0.005816666666666667,10.39,9.26,-1.13
157,267,27.35333333333333,13.368944444444445,0.015383333333333334,10.04,8.83,-1.22
158,270,27.476249999999997,9.228250000000001,0.006393333333333333,6.7,8.16,1.46
159,273,27.726666666666667,10.369555555555555,0.006036666666666667,7.44,8.11,0.67
160,274,27.758333333333333,13.296527777777778,0.017276666666666666,10.08,9.65,-0.43
161,275,27.766666666666666,9.702305555555554,0.00621,9.92,9.47,-0.45
162,276,27.862916666666663,8.50536111111111,0.017923333333333333,10.54,8.68,-1.86
163,277,27.87458333333333,13.131694444444445,0.016116666666666668,9.94,9.28,-0.65
164,281,28.245791666666666,12.707888888888888,0.01464,8.93,9.79,0.86
165,283,28.37208333333333,12.82863888888889,0.015526666666666666,8.74,9.03,0.3
166,284,28.502083333333328,0.7526388888888889,0.01614,9.55,9.91,0.36
167,285,28.515416666666663,14.909527777777779,0.01699,9.21,9.58,0.37
168,290,28.99916666666666,0.18555555555555553,0.012123333333333333,8.19,8.45,0.26
169,291,29.044166666666662,0.2544722222222222,0.014783333333333334,8.6,8.99,0.39
170,292,29.096249999999998,9.06,0.005506666666666667,6.1,9.44,3.34
171,293,29.27458333333333,0.47397222222222224,0.022433333333333333,10.56,9.95,-0.61
172,294,29.29083333333333,14.549861111111111,0.026373333333333332,11.01,9.64,-1.36
173,295,29.894583333333333,14.008194444444445,0.015313333333333333,10.9,9.29,-1.61
174,296,29.93541666666666,7.839138888888889,0.01763,10.78,9.75,-1.03
175,298,30.182916666666664,14.210527777777777,0.01596,8.94,8.77,-0.17
176,299,30.549166666666665,0.13041666666666668,0.01986,10.27,9.23,-1.05
177,300,30.695416666666663,8.457583333333332,0.007493333333333334,6.43,8.29,1.86
178,301,32.244583333333324,7.766805555555555,0.012853333333333333,10.61,9.55,-1.06
179,302,32.330416666666665,9.86725,0.012823333333333334,6.25,9.02,2.78
180,304,34.08083333333333,9.470083333333333,0.006706666666666666,7.18,8.19,1.01
181,305,34.26999999999999,1.2441944444444446,0.021393333333333334,11.05,9.49,-1.56
182,306,34.53375,0.7583611111111112,0.009183333333333333,8.01,8.53,0.52
183,312,37.88416666666666,0.727638888888889,0.00889,7.65,8.38,0.74
184,314,37.90708333333333,0.14024999999999999,0.0204,9.93,9.26,-0.67
185,318,38.88625,7.154416666666667,0.005093333333333333,9.32,9.15,-0.16
186,320,40.09958333333333,8.433527777777778,0.004566666666666667,9.42,9.27,-0.15
187,321,40.13666666666666,8.147666666666666,0.004736666666666667,8.98,8.43,-0.55
188,322,40.157916666666665,8.533333333333333,0.03868666666666667,11.37,9.58,-1.79
189,323,40.3725,7.346055555555555,0.004306666666666667,7.66,7.15,-0.51
190,325,41.087916666666665,0.6753888888888888,0.009243333333333333,8.64,8.89,0.25
191,326,41.605,0.4986388888888889,0.005076666666666667,10.02,9.38,-0.63
192,327,42.21916666666666,0.3510833333333333,0.008863333333333334,6.15,8.91,2.76
193,328,42.294999999999995,7.823472222222222,0.00432,6.13,9.27,3.14
194,331,43.06999999999999,0.29480555555555554,0.005253333333333333,7.24,7.76,0.53
195,334,44.11833333333333,0.6078055555555555,0.00918,6.12,7.89,1.77
196,335,44.26833333333333,7.685638888888889,0.01729,10.25,9.77,-0.47
197,336,44.38999999999999,7.758805555555556,0.017526666666666666,10.64,9.13,-1.5
198,337,44.81041666666667,0.5665833333333333,0.00918,8.12,8.24,0.12
199,338,45.16749999999999,0.02036111111111111,0.009473333333333334,8.72,9.25,0.53
200,339,45.26374999999999,0.7434722222222222,0.008813333333333333,8.33,9.27,0.94
201,344,46.144999999999996,0.47525,0.005606666666666667,7.54,7.61,0.07
202,351,47.201249999999995,7.040611111111111,0.028886666666666668,10.99,10.14,-0.85
203,353,47.39675,7.957222222222223,0.012703333333333334,8.52,9.5,0.98
204,354,47.41291666666666,7.846166666666666,0.012473333333333333,9.58,9.59,
205,355,47.766541666666654,7.367277777777777,0.01756,9.33,9.5,0.17
206,358,48.02791666666667,8.232583333333334,0.013633333333333334,9.05,8.73,-0.33
207,360,48.350833333333334,8.212388888888889,0.017033333333333334,10.41,9.62,-0.79
208,361,48.43833333333333,0.24141666666666667,0.02596,11.1,9.65,-1.45
209,362,48.44916666666666,0.6943611111111111,0.021183333333333332,10.61,9.5,-1.11
210,363,48.52791666666666,7.276194444444444,0.01772666666666667,8.78,9.74,0.96
211,364,48.67041666666666,6.776222222222223,0.01845,10.01,9.18,-0.83
212,365,48.91083333333333,7.078833333333333,0.013156666666666667,9.24,8.7,-0.54
213,366,49.02624999999999,0.43833333333333335,0.022716666666666666,8.61,9.42,0.81
214,368,49.26166666666666,6.205666666666667,0.006986666666666667,8.68,8.54,-0.14
215,370,49.37374999999999,8.145222222222221,0.0068,8.65,9.1,0.45
216,372,49.47249999999999,7.297805555555556,0.0175,10.71,10.05,-0.66
217,373,49.487916666666656,0.16905555555555554,0.022773333333333333,10.86,9.78,-1.08
218,374,49.500833333333325,7.296666666666667,0.017083333333333332,9.48,9.86,0.38
219,375,49.51166666666666,0.5389722222222222,0.021023333333333335,10.32,9.46,-0.86
220,376,49.621249999999996,7.891861111111111,0.00693,8.77,8.16,-0.6
221,377,49.85874999999999,6.1211111111111105,0.007563333333333333,9.26,9.01,-0.25
222,379,49.94583333333332,0.5845555555555556,0.02416,10.82,9.72,-1.1
223,381,50.13666666666666,6.118777777777777,0.00779,8.0,8.37,0.37
224,383,50.275416666666665,7.282277777777778,0.017986666666666668,8.81,8.64,-0.18
225,386,50.57291666666666,7.0906666666666665,0.009033333333333334,9.98,9.02,-0.96
226,387,50.696666666666665,0.14930555555555555,0.02283666666666667,10.38,10.0,-0.37
227,388,51.25708333333333,5.745777777777778,0.01889,11.28,10.08,-1.2
228,389,51.298333333333325,6.180944444444445,0.03364333333333333,11.05,10.4,-0.65
229,392,53.37274999999999,7.552333333333333,0.01723,9.25,9.34,0.09
230,394,53.68608333333332,0.2970833333333333,0.021446666666666666,10.07,9.44,-0.62
231,395,53.89375,5.741805555555556,0.017993333333333333,8.44,8.92,0.48
232,396,54.088874999999994,6.71475,0.010286666666666666,8.79,9.35,0.56
233,398,54.35999999999999,5.536333333333333,0.01337,8.91,8.77,-0.15
234,400,54.45762499999999,5.8494722222222215,0.02093,8.24,8.96,0.72
235,401,54.495416666666664,6.270611111111111,0.022076666666666668,10.84,9.94,-0.9
236,404,54.553999999999995,5.540416666666666,0.022133333333333335,8.76,9.78,1.02
237,406,54.637499999999996,5.467222222222222,0.02045,10.18,9.86,-0.32
238,407,54.66333333333333,5.347333333333333,0.013776666666666666,10.07,9.34,-0.73
239,410,54.80791666666666,6.645777777777777,0.013903333333333334,8.23,8.73,0.5
240,412,54.904999999999994,5.6329166666666675,0.020896666666666668,10.13,9.57,-0.56
241,413,55.179083333333324,6.415138888888889,0.017473333333333334,10.29,9.94,-0.35
242,414,55.18504166666666,1.0565277777777777,0.023953333333333333,10.46,9.29,-1.17
243,418,55.66708333333333,6.381805555555555,0.021156666666666667,10.66,9.55,-1.11
244,420,56.34749999999999,6.4591111111111115,0.017426666666666667,8.95,9.48,0.53
245,421,56.38416666666666,7.396444444444445,0.0283,10.78,9.69,-1.09
246,422,56.438333333333325,7.257444444444444,0.021653333333333333,10.47,9.64,-0.83
247,424,56.61233333333333,6.53125,0.028103333333333334,10.57,10.12,-0.45
248,425,57.66737499999999,5.5537777777777775,0.013673333333333332,8.9,9.15,0.25
249,426,57.89137499999999,0.46769444444444447,0.01537,9.75,9.31,-0.45
250,430,61.151333333333326,6.546444444444444,0.01355,8.15,8.61,0.46
251,431,61.56133333333332,5.651861111111112,0.016076666666666666,10.05,8.44,-1.61
252,432,61.65941666666665,4.484666666666667,0.017123333333333334,8.1,9.02,0.92
253,434,62.7055,6.57525,0.02334666666666667,8.65,9.26,0.6
254,436,62.77704166666666,5.703611111111111,0.007973333333333334,8.49,8.72,0.23
255,438,109.81299999999999,41.14677777777778,0.027636666666666667,9.54,9.55,0.01
256,439,109.84837499999999,41.155138888888885,0.027216666666666667,8.7,9.4,0.7
257,446,110.54499999999999,40.92505555555555,0.023993333333333332,8.66,9.33,0.67
258,448,110.88833333333332,41.43486111111111,0.0276,10.83,10.33,-0.5
259,451,111.23375,37.77238888888889,0.011386666666666666,8.55,8.68,0.13
260,454,111.48083333333332,40.69969444444444,0.01232,8.9,9.14,0.24
261,455,111.58333333333333,42.046166666666664,0.026646666666666666,9.21,8.85,-0.36
262,458,111.80845833333332,42.20397222222223,0.010023333333333334,7.84,8.94,1.1
263,461,111.93791666666665,42.18069444444444,0.023036666666666667,10.31,9.33,-0.98
264,462,112.22874999999999,40.206027777777784,0.011793333333333333,8.57,9.29,0.72
265,463,112.31916666666666,42.27961111111111,0.02305,10.39,9.9,-0.49
266,465,112.47333333333331,40.09563888888889,0.011796666666666667,8.01,8.37,0.36
267,466,112.47624999999998,37.451750000000004,0.035603333333333334,11.12,9.95,-1.17
268,467,112.72791666666664,39.01947222222222,0.019853333333333334,10.28,10.05,-0.23
269,468,113.22916666666664,39.305861111111106,0.012206666666666666,8.01,8.63,0.62
270,469,113.32916666666665,42.54530555555555,0.01048,7.82,8.31,0.49
271,471,113.40874999999998,31.772694444444443,0.026593333333333333,9.75,9.48,-0.27
272,472,113.49579166666665,42.38458333333333,0.026983333333333335,10.37,9.59,-0.78
273,473,113.74499999999999,31.96322222222222,0.018993333333333334,9.42,9.05,-0.37
274,474,113.75958333333332,32.82208333333334,0.015453333333333333,10.95,9.87,-1.08
275,476,113.89833333333331,41.96355555555556,0.01033,8.63,8.68,0.05
276,477,113.96708333333332,29.903027777777776,0.00831,7.85,8.07,0.22
277,479,114.04749999999999,32.51519444444445,0.013833333333333333,8.59,9.34,0.75
278,483,114.18999999999998,33.12275,0.016183333333333334,9.23,9.39,0.16
279,485,114.31208333333333,48.04463888888889,0.020593333333333335,9.31,9.58,0.27
280,486,114.38125,28.83758333333333,0.01565,9.58,9.29,-0.28
281,487,114.40458333333332,41.94705555555555,0.019663333333333335,10.66,9.96,-0.7
282,488,114.45583333333333,46.397638888888885,0.03210333333333333,10.85,10.56,-0.29
283,491,114.50083333333332,31.24925,0.019166666666666665,9.1,9.32,0.22
284,494,114.65208333333332,37.6335,0.012993333333333334,9.93,9.64,-0.29
285,495,114.67041666666665,30.597833333333334,0.01603,8.56,8.86,0.3
286,496,114.75804166666666,33.91625,0.013053333333333333,8.58,9.1,0.52
287,497,114.77499999999999,29.160055555555555,0.03888,11.13,10.0,-1.13
288,498,114.83583333333333,27.360694444444444,0.026706666666666667,9.75,9.64,-0.11
289,499,114.89375,38.028166666666664,0.011666666666666667,8.05,8.96,0.91
290,500,114.89458333333332,49.35622222222222,0.02222,10.28,9.7,-0.58
291,501,114.93875,48.74197222222222,0.02125,10.34,9.84,-0.5
292,502,114.94333333333333,30.06988888888889,0.022786666666666667,8.95,9.68,0.73
293,503,114.97999999999999,49.11761111111111,0.02076,10.44,9.38,-1.06
294,504,115.04291666666666,32.20641666666667,0.013526666666666666,8.92,9.56,0.63
295,505,115.06791666666666,32.25833333333333,0.01307,9.2,9.3,0.1
296,509,115.16375,39.23330555555556,0.011146666666666666,10.75,9.74,-1.01
297,511,115.24125,39.379222222222225,0.01084,8.81,8.91,0.1
298,512,115.27208333333333,39.16455555555555,0.0092,7.19,8.52,1.33
299,514,115.47583333333333,23.87172222222222,0.007563333333333333,8.36,8.37,0.01
300,516,115.63499999999999,49.19108333333333,0.009913333333333333,9.05,9.13,0.08
301,517,115.88708333333332,31.53525,0.01245,8.45,9.09,0.64
302,518,115.90166666666664,49.66755555555555,0.01831,10.89,9.69,-1.21
303,519,115.95958333333331,49.61416666666667,0.018846666666666668,10.98,9.89,-1.09
304,522,116.18416666666664,39.42686111111111,0.02574,7.1,8.97,1.87
305,523,116.18833333333332,18.568944444444444,0.0074533333333333335,7.33,8.33,1.0
306,525,116.57833333333332,39.066861111111116,0.0128,9.62,9.08,-0.54
307,530,116.78833333333331,30.488777777777777,0.014916666666666667,10.01,9.19,-0.82
308,531,117.06124999999997,39.04577777777778,0.013516666666666666,8.91,9.05,0.14
309,534,117.46333333333331,18.828972222222223,0.01549,9.32,9.54,0.22
310,535,117.49995833333332,30.74688888888889,0.014533333333333334,10.0,9.34,-0.66
311,536,117.53833333333331,30.73236111111111,0.014176666666666667,10.15,9.8,-0.35
312,537,117.54374999999999,30.685083333333335,0.01478,8.64,9.74,1.1
313,539,117.70583333333332,27.706527777777776,0.015693333333333333,6.6,9.06,2.46
314,540,117.7333333333333,23.895888888888887,0.007083333333333333,9.35,9.29,-0.06
315,543,117.92958333333331,30.448611111111113,0.01423,6.99,9.26,2.27
316,546,118.43858333333331,39.782583333333335,0.01289,7.38,8.89,1.51
317,547,118.43874999999998,21.04941666666667,0.00712,9.16,8.8,-0.36
318,552,118.91916666666665,28.741694444444445,0.021366666666666666,6.41,9.39,2.98
319,553,119.2935,23.779805555555555,0.007813333333333334,9.13,8.63,-0.5
320,554,119.44791666666666,16.03022222222222,0.01608,9.93,8.98,-0.95
321,555,119.48541666666667,25.16086111111111,0.015443333333333333,10.56,9.49,-1.07
322,556,119.52079166666667,26.57063888888889,0.01523,9.32,9.7,0.38
323,557,119.55166666666666,11.020583333333335,0.007826666666666666,8.49,9.1,0.61
324,558,119.56916666666666,39.83338888888889,0.012733333333333333,9.1,9.03,-0.07
325,559,119.58541666666665,25.149194444444444,0.01609,10.83,9.75,-1.08
326,560,119.68208333333332,32.73880555555556,0.01006,8.69,8.79,0.11
327,561,119.80458333333333,32.91466666666666,0.017306666666666668,10.82,9.96,-0.86
328,563,119.84624999999998,39.41347222222222,0.01388,8.7,8.78,0.08
329,566,119.9075,13.433527777777778,0.014913333333333334,10.13,8.77,-1.37
330,567,119.91708333333331,15.386805555555554,0.015503333333333333,10.51,9.23,-1.27
331,568,119.97291666666665,23.390055555555556,0.02912,11.19,10.19,-0.99
332,570,119.98833333333333,35.814277777777775,0.017453333333333335,10.56,9.56,-1.0
333,571,120.09958333333331,17.522583333333333,0.006826666666666667,7.36,8.63,1.27
334,573,120.24124999999998,54.231972222222225,0.00298,6.44,7.44,1.0
335,574,120.34625,15.369250000000001,0.015536666666666667,10.87,9.08,-1.8
336,578,120.67874999999998,40.67858333333333,0.01029,9.07,9.37,0.3
337,583,121.27245833333332,25.062555555555555,0.016773333333333335,9.92,9.39,-0.53
338,588,121.85345833333331,39.19444444444444,0.013046666666666666,10.14,9.45,-0.69
339,589,121.95208333333333,50.91294444444444,0.008066666666666666,7.41,8.75,1.33
340,591,122.6277083333333,18.617833333333333,0.004953333333333333,6.93,7.68,0.75
341,592,122.69916666666666,46.91225,0.010413333333333333,8.97,9.3,0.33
342,593,122.94833333333331,22.192888888888888,0.00669,7.99,8.52,0.53
343,594,123.00374999999997,20.66069444444444,0.010523333333333334,7.91,8.75,0.84
344,595,123.1933333333333,26.364833333333333,0.020923333333333332,10.5,9.83,-0.67
345,597,123.24124999999997,36.25461111111111,0.00823,10.32,9.66,-0.66
346,598,123.35541666666664,31.94563888888889,0.013573333333333333,6.64,9.18,2.54
